customer_id,avg_monthly_spend,last_month_spend,first_month_spend,spend_change_ratio
100000,3887.88375,14610.58,1849.1,6.901454761775999
100001,4705.075,3724.12,5686.03,-0.34504038846084173
100002,5069.349999999999,8241.39,1897.31,3.3437234821932105
100003,2481.581666666667,737.77,4231.46,-0.8256464671768137
100004,2068.8325,7541.1,206.92,35.44451962110961
100005,8285.855,6794.03,9777.68,-0.30514907421801496
100006,3681.3716666666664,4018.3,5570.05,-0.2785881634814768
100007,3979.0550000000003,6993.34,8369.0,-0.1643756721233122
100008,4059.0699999999997,6840.42,1201.62,4.692664902381785
100009,3249.7533333333336,2623.76,11777.14,-0.7772158605569773
100010,4466.756666666667,2266.71,34.41,64.87358326068005
100011,2449.318,2775.19,270.99,9.240931399682644
100012,5457.685,9186.09,1729.28,4.31208942450037
100013,11450.52,21093.21,1807.83,10.667695524468561
100014,6624.9025,9345.71,5429.88,0.721163266959859
100015,4229.625714285715,1430.54,9157.08,-0.8437777107986388
100016,6307.923333333333,11369.59,180.69,61.923183352703525
100017,4437.181428571429,4171.21,8764.04,-0.5240539751073706
100018,3633.8357142857144,3075.11,3145.02,-0.022228793457593227
100019,769.645,1445.12,94.17,14.345863863226079
100020,6927.924999999999,12483.23,9906.31,0.26012915000641007
100021,3157.575,3184.18,3130.97,0.016994733261577095
100022,5315.079999999999,4360.07,2556.87,0.7052372627470305
100023,5113.3075,5110.9400000000005,245.06,19.855872031339263
100024,4467.642,4678.68,1407.17,2.3248861189479593
100025,1974.4833333333336,1904.68,3599.03,-0.4707796267327586
100026,5052.93,4940.84,538.29,8.178769808096009
100027,7620.594999999999,8963.14,405.25,21.11755706354102
100028,7105.759999999999,7738.46,10940.88,-0.292702232361565
100029,5452.055,8896.84,2048.56,3.3429726246729414
100030,1889.0237499999998,2475.39,801.95,2.0867136355134357
100031,3403.96,1915.64,4341.32,-0.5587425022804123
100032,3447.9016666666666,4549.09,3971.47,0.1454423676875314
100033,2914.888333333334,2044.55,4137.81,-0.5058859638311087
100034,5758.063333333334,64.68,336.86,-0.8079914504541946
100035,3722.764,702.33,5809.950000000001,-0.8791159992771023
100036,4562.92,4562.92,4562.92,0.0
100037,3549.6059999999998,8401.95,428.91,18.589074631041477
100038,899.035,141.08,2652.14,-0.9468052214438152
100039,3517.71,8087.95,1685.07,3.799770929397592
100040,7494.7875,5946.01,22470.07,-0.7353808866639043
100041,5281.491666666666,5749.35,2364.49,1.4315391479769426
100042,680.1666666666667,1289.38,234.18,4.505935605090102
100043,4555.96,5966.63,2310.57,1.5823195142324187
100044,5152.716666666666,3362.25,8325.22,-0.5961367987872993
100045,1927.0800000000002,4619.52,547.14,7.443031034104618
100046,2847.1220000000003,4593.93,4941.6,-0.07035575522098107
100047,4034.012,9621.08,4186.58,1.29807623406217
100048,4805.305,1227.92,8382.69,-0.8535171883965649
100049,5806.842,9112.130000000001,12925.84,-0.29504542838221726
100050,3038.8940000000002,741.08,3311.51,-0.7762108524509967
100051,8086.352000000001,7296.46,12294.18,-0.4065110483171712
100052,1451.6675,2060.39,32.41,62.5726627584079
100053,5990.148,3816.54,13464.35,-0.7165448016428569
100054,4493.002,177.27,3056.51,-0.9420024799526258
100055,3879.228333333333,3886.9,6235.69,-0.3766688209324068
100056,3891.8625,236.7,3218.84,-0.9264641920691927
100057,11236.5725,2871.19,3403.46,-0.15639084931217054
100058,4091.37,972.0,800.32,0.214514194322271
100059,4248.7025,5613.41,887.37,5.325895624147763
100060,7596.969999999999,5703.47,11715.59,-0.5131726187072098
100061,4778.685714285714,16248.06,7922.49,1.0508779436767985
100062,4990.891428571428,3103.74,2869.32,0.08169879971561192
100063,7598.986666666667,11975.73,3566.08,2.358233690775305
100064,8021.955,6066.55,17806.33,-0.6593037419838901
100065,9593.977499999999,3982.58,5393.48,-0.26159362786178864
100066,34085.06999999999,4326.09,4254.86,0.016740856338399026
100067,2542.8625,6586.72,333.82,18.731352225750406
100068,5055.2716666666665,7823.03,9489.87,-0.17564413421890931
100069,1987.5575000000001,2496.5,1731.22,0.44204664918381253
100070,6466.428333333333,1933.81,311.19,5.214242102895337
100071,6753.155000000001,4619.7,8886.61,-0.48015047357766355
100072,1641.1475,614.44,804.17,-0.23593270079709502
100073,3805.5260000000003,1533.77,3579.19,-0.5714756690759641
100074,5429.0425,8094.889999999999,4372.83,0.8511787560915928
100075,2247.5,1714.92,4741.79,-0.638339108227062
100076,4230.682857142857,7104.18,2486.14,1.8575140579372043
100077,5988.195,11536.05,440.34,25.19805150565472
100078,4850.465,5789.54,5438.16,0.06461376642099535
100079,4586.098,8786.76,523.25,15.792661251791687
100080,2768.7580000000003,3983.77,727.07,4.479211080088574
100081,3780.9249999999997,863.91,4878.54,-0.8229162823303694
100082,5477.96,4043.32,6912.6,-0.41507970951595635
100083,2853.575,5175.33,291.99,16.724339874653243
100084,7869.573333333334,5664.38,18806.57,-0.698808448324176
100085,6643.4475,3034.57,5620.22,-0.46006206162748076
100086,3645.692857142857,913.26,8748.32,-0.8956073851893849
100087,3137.6099999999997,1136.82,155.57,6.307450022497911
100088,3748.6442857142856,111.74,282.72,-0.6047679683078665
100089,7031.202499999999,9203.39,2887.53,2.1872880974396796
100090,1071.6200000000001,1925.0,554.76,2.4699689956017017
100091,8115.4675,6938.79,6637.29,0.045425165993952354
100092,2071.49,2496.5,2509.5,-0.005180314803745766
100093,5164.92,4993.26,5336.58,-0.06433333708105185
100094,3607.9900000000002,7453.200000000001,5400.44,0.38010976883365083
100095,7365.282857142857,2212.15,23955.6,-0.9076562473910066
100096,2491.6233333333334,2496.08,1114.42,1.2398018700310474
100097,3675.785714285714,617.17,408.8,0.509711350293542
100098,2459.31,6342.13,3487.57,0.8184953993754963
100099,10447.619999999999,6331.68,5398.8099999999995,0.17279178189267652
100100,1859.66,2973.8,1508.99,0.9707221386490302
100101,3566.3266666666664,2103.82,2265.42,-0.07133335099010334
100102,4246.92,2882.46,4948.88,-0.4175530625111136
100103,2066.975,1063.71,3779.17,-0.7185334345901349
100104,4563.76,4563.76,4563.76,0.0
100105,5258.047500000001,3533.24,8055.46,-0.5613856936785733
100106,9633.81875,9543.9,13679.19,-0.302305180350591
100107,9786.994,12851.449999999999,5518.74,1.328692781323273
100108,2440.885,5503.03,367.76,13.96364476832717
100109,4835.361428571428,3918.43,2377.07,0.6484285275570343
100110,3353.8557142857144,863.63,595.6400000000001,0.44991941441138916
100111,6701.1575,9694.85,11134.98,-0.1293338649912258
100112,3766.6580000000004,584.97,1188.47,-0.5077957373766271
100113,4014.705,7138.89,2520.23,1.8326343230578162
100114,5636.418,821.11,1481.15,-0.44562670897613343
100115,4070.0519999999997,961.27,1949.24,-0.5068488231310665
100116,7150.2975,8501.5,13286.08,-0.3601197644451938
100117,4174.238333333334,1597.6,7312.61,-0.7815280727401024
100118,2941.625,481.67,6320.53,-0.923792783200143
100119,5428.0,3763.7,3656.54,0.029306393475799487
100120,2619.2200000000003,4956.64,281.8,16.589212207239175
100121,1823.2133333333331,1783.34,1017.16,0.7532541586377758
100122,4149.923333333333,3307.45,2017.3,0.6395429534526347
100123,3928.82,2074.0099999999998,6333.79,-0.6725483478296566
100124,12551.126666666665,23903.87,13490.47,0.7719078727427584
100125,4064.7871428571425,233.56,3927.36,-0.940530025258698
100126,3885.6633333333334,5755.14,3678.35,0.5645982573708321
100127,8397.9,3972.67,13146.21,-0.697808722057536
100128,2889.19,4605.53,3724.85,0.23643368189323055
100129,4952.5975,3955.42,13048.45,-0.6968666776513686
100130,9020.488000000001,3335.73,2849.09,0.1708054150623532
100131,4416.5425000000005,676.13,6769.280000000001,-0.9001178855062872
100132,2302.058571428571,486.18,810.73,-0.40031823171709446
100133,7499.004000000001,6797.66,644.93,9.540151644364505
100134,2462.2375,3659.93,3611.2200000000003,0.013488516346276212
100135,5944.5922222222225,50.24,568.87,-0.9116845676516603
100136,1449.8500000000001,2615.42,375.33,5.968321210667946
100137,4465.6939999999995,2518.91,1992.5,0.26419573400250934
100138,7631.978,5180.4400000000005,2725.46,0.9007580371753761
100139,1827.1625000000001,3703.9400000000005,1509.08,1.4544358151986645
100140,2631.6079999999997,1643.32,1002.45,0.6393037059204947
100141,2707.8175,2815.99,2483.67,0.13380199462891595
100142,2839.615714285714,3833.0199999999995,390.53,8.814918188103347
100143,3552.4025,4113.88,619.3,5.642790247053124
100144,5392.97,4589.15,1669.57,1.7487017615314122
100145,1549.1175,290.08,2645.89,-0.8903658126377136
100146,4292.586,77.73,6377.33,-0.9878115135958152
100147,749.5500000000001,1328.64,170.46,6.794438577965505
100148,6165.804,162.41,12646.24,-0.9871574475891649
100149,6564.392857142857,11474.73,6273.88,0.8289686764809017
100150,2491.6150000000002,1658.97,3324.26,-0.5009505874991728
100151,7330.929999999999,8944.869999999999,5716.99,0.5646117974668486
100152,1246.405,912.21,1418.25,-0.35680592279217344
100153,7027.3,3036.58,11018.02,-0.7243987576715236
100154,7832.524,1719.7,3566.73,-0.5178496830430114
100155,4126.85,3393.91,326.89,9.382422221542415
100156,6758.63,2867.58,10649.68,-0.7307355713974505
100157,10831.039999999999,1782.4,9436.46,-0.8111156090313529
100158,1316.015,343.16,3411.1,-0.8993990208437161
100159,3551.775,640.24,4707.549999999999,-0.8639971959936698
100160,3357.346,6057.86,8416.34,-0.28022632165525635
100161,3926.654285714286,145.41,1034.74,-0.8594719446430987
100162,4529.55,11513.650000000001,3144.66,2.661333816692425
100163,3344.5699999999997,1026.14,25.78,38.80372381691234
100164,4527.5633333333335,5218.97,280.57,17.60131161563959
100165,3585.214285714286,2254.71,1142.54,0.9734188737374623
100166,6480.123333333333,1076.49,14197.68,-0.9241784573254223
100167,5273.885,9384.04,1606.42,4.841585637629014
100168,2186.005,995.01,1422.48,-0.3005103762443057
100169,3349.1183333333333,480.9,9929.59,-0.9515689973100602
100170,2729.93,1274.59,6588.09,-0.8065311797501248
100171,6800.735,11583.91,2017.56,4.741544241559112
100172,4616.504,12697.53,2156.3599999999997,4.888409171010408
100173,4363.568,6449.58,433.17,13.889258258882194
100174,5797.006666666667,1352.99,5428.18,-0.7507470275488286
100175,637.996,190.04,1188.6,-0.8401144203264345
100176,4592.85,4743.67,5384.58,-0.11902692503407877
100177,2478.3799999999997,57.18,5645.74,-0.9898720096922635
100178,3950.9249999999997,278.97,4162.44,-0.932979214114798
100179,3836.5919999999996,376.37,4900.62,-0.923199513530941
100180,3727.156,8111.32,4043.45,1.0060393970495494
100181,3572.4775,802.49,4362.77,-0.8160595218175609
100182,7358.490000000001,1319.2,13397.78,-0.9015359261011898
100183,4771.1025,602.96,74.78,7.0631184808772405
100184,6261.252,6575.02,264.34,23.873344934553987
100185,6311.929999999999,2557.18,4385.02,-0.4168373234329605
100186,8522.150000000001,6600.33,10443.970000000001,-0.36802480282880945
100187,7152.370000000001,6511.56,18635.61,-0.6505850895141077
100188,4152.0875,10795.34,1209.4,7.926194807342483
100189,2379.06,925.01,5431.17,-0.8296849481787534
100190,2523.02,1148.83,255.4,3.498159749412686
100191,3331.0783333333334,4897.74,1441.67,2.3972684456220907
100192,2692.5499999999997,4763.99,621.11,6.670122844584695
100193,5143.349999999999,226.69,1143.46,-0.8017508264390534
100194,7063.445,2719.95,2342.68,0.16104205439923508
100195,3170.7771428571427,2503.64,2353.49,0.0637988689138259
100196,2923.3425,402.62,5556.34,-0.9275386315452259
100197,2443.576666666667,1186.13,2168.1800000000003,-0.4529374867400308
100198,4453.8550000000005,3225.89,3728.27,-0.13474882452182918
100199,283.94,283.94,283.94,0.0
100200,2061.0483333333336,717.21,3106.94,-0.7691587220866833
100201,5137.2212500000005,8933.35,10130.91,-0.11820853210619772
100202,3546.855,1541.65,502.67,2.0669226331390376
100203,3065.4366666666665,8781.43,1033.61,7.495883360261609
100204,4889.748,5578.8,2449.73,1.2773121935886813
100205,4713.8150000000005,9383.33,5902.64,0.5896835992030683
100206,2901.035,4063.21,3933.34,0.03301774064789718
100207,3822.7974999999997,7870.61,4269.75,0.8433421160489489
100208,5542.661999999999,1546.19,9029.23,-0.8287572694460102
100209,8505.896666666666,6988.91,14111.78,-0.5047463891869063
100210,2738.0,3421.71,2054.29,0.6656411704287126
100211,6297.29,5716.5,8934.67,-0.36018901649417384
100212,1889.646,3656.58,1612.87,1.2671263028018378
100213,7813.1,1576.41,2576.66,-0.38819634720917773
100214,3973.91,4570.64,564.89,7.0912035971605105
100215,5391.134999999999,5710.78,1008.36,4.663433694315522
100216,4149.898571428572,3699.89,9771.94,-0.6213761034144705
100217,3661.5866666666666,6596.69,662.0,8.964788519637462
100218,7630.266666666666,4391.3099999999995,2249.96,0.9517280307205459
100219,5298.481666666667,3999.18,3497.23,0.14352787777755532
100220,1477.6000000000001,786.16,1366.71,-0.42477921431759486
100221,8287.693333333335,16400.5,2050.76,6.997279057520138
100222,6520.6825,2083.62,3271.23,-0.3630469273025743
100223,2162.7575,1518.74,1356.79,0.11936261322680743
100224,9645.345000000001,10672.19,9812.9,0.08756738578809535
